taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/EU920840.1_2005-10	EU920840.1_2005-10	2	2III	2III_E	-	-	2/2III/2III_E/-/-	EU920840.1_2005-10/2/2III/2III_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ467493.1_2008	FJ467493.1_2008	2	2VI	-	-	-	2/2VI/-/-/-	FJ467493.1_2008/2/2VI/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ639699.1_2002	FJ639699.1_2002	2	2III	2III_A	-	-	2/2III/2III_A/-/-	FJ639699.1_2002/2/2III/2III_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ639828.1_2001	FJ639828.1_2001	2	2V	2V_E	-	-	2/2V/2V_E/-/-	FJ639828.1_2001/2/2V/2V_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ687436.1_2001	FJ687436.1_2001	2	2V	2V_E	-	-	2/2V/2V_E/-/-	FJ687436.1_2001/2/2V/2V_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ850085.1_2005	FJ850085.1_2005	2	2III	2III_E	-	-	2/2III/2III_E/-/-	FJ850085.1_2005/2/2III/2III_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ850088.1_2006	FJ850088.1_2006	2	2III	2III_E	-	-	2/2III/2III_E/-/-	FJ850088.1_2006/2/2III/2III_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ882594.1_2007	FJ882594.1_2007	2	2III	2III_D	2III_D.1	2III_D.1.3	2/2III/2III_D/2III_D.1/2III_D.1.3	FJ882594.1_2007/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ898450.1_1990	FJ898450.1_1990	2	2III	2III_B	-	-	2/2III/2III_B/-/-	FJ898450.1_1990/2/2III/2III_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ898461.1_2002	FJ898461.1_2002	2	2III	2III_D	2III_D.1	-	2/2III/2III_D/2III_D.1/-	FJ898461.1_2002/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FJ906956.1_2005	FJ906956.1_2005	2	2III	2III_D	2III_D.1	2III_D.1.3	2/2III/2III_D/2III_D.1/2III_D.1.3	FJ906956.1_2005/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FM210202.1_2004	FM210202.1_2004	2	2III	2III_A	2III_A.2	-	2/2III/2III_A/2III_A.2/-	FM210202.1_2004/2/2III/2III_A/2III_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FM210204.1_2003	FM210204.1_2003	2	2III	2III_A	2III_A.2	-	2/2III/2III_A/2III_A.2/-	FM210204.1_2003/2/2III/2III_A/2III_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FM210217.1_1999	FM210217.1_1999	2	2III	2III_A	2III_A.1	-	2/2III/2III_A/2III_A.1/-	FM210217.1_1999/2/2III/2III_A/2III_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FM210222.1_2004	FM210222.1_2004	2	2III	2III_A	2III_A.1	-	2/2III/2III_A/2III_A.1/-	FM210222.1_2004/2/2III/2III_A/2III_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FM210227.1_2002	FM210227.1_2002	2	2III	2III_A	2III_A.2	-	2/2III/2III_A/2III_A.2/-	FM210227.1_2002/2/2III/2III_A/2III_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FM210235.2_2005	FM210235.2_2005	2	2III	2III_A	2III_A.1	-	2/2III/2III_A/2III_A.1/-	FM210235.2_2005/2/2III/2III_A/2III_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FM210236.2_2004	FM210236.2_2004	2	2III	2III_A	2III_A.1	-	2/2III/2III_A/2III_A.1/-	FM210236.2_2004/2/2III/2III_A/2III_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/FM210241.2_2004	FM210241.2_2004	2	2III	2III_A	2III_A.2	-	2/2III/2III_A/2III_A.2/-	FM210241.2_2004/2/2III/2III_A/2III_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ199895.1_1999	GQ199895.1_1999	2	2III	2III_D	2III_D.1	-	2/2III/2III_D/2III_D.1/-	GQ199895.1_1999/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ252676.1_2003	GQ252676.1_2003	2	2II	2II_A	2II_A.1	2II_A.1.2	2/2II/2II_A/2II_A.1/2II_A.1.2	GQ252676.1_2003/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ252677.1_2004	GQ252677.1_2004	2	2II	2II_A	2II_A.1	2II_A.1.2	2/2II/2II_A/2II_A.1/2II_A.1.2	GQ252677.1_2004/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ398257.1_1977	GQ398257.1_1977	2	2II	-	-	-	2/2II/-/-/-	GQ398257.1_1977/2/2II/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ398259.1_1976	GQ398259.1_1976	2	2II	2II_B	-	-	2/2II/2II_B/-/-	GQ398259.1_1976/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ398269.1_1994	GQ398269.1_1994	2	2III	2III_B	-	-	2/2III/2III_B/-/-	GQ398269.1_1994/2/2III/2III_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ868515.1_2007	GQ868515.1_2007	2	2III	2III_D	2III_D.1	-	2/2III/2III_D/2III_D.1/-	GQ868515.1_2007/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ868558.1_2007	GQ868558.1_2007	2	2III	2III_D	2III_D.2	-	2/2III/2III_D/2III_D.2/-	GQ868558.1_2007/2/2III/2III_D/2III_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ868591.1_1964	GQ868591.1_1964	2	2V	-	-	-	2/2V/-/-/-	GQ868591.1_1964/2/2V/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ868604.1_2005	GQ868604.1_2005	2	2III	2III_D	2III_D.1	2III_D.1.1	2/2III/2III_D/2III_D.1/2III_D.1.1	GQ868604.1_2005/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GQ868624.1_2007	GQ868624.1_2007	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	GQ868624.1_2007/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/GU131898.1_2008	GU131898.1_2008	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	GU131898.1_2008/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/HQ705624.1_2009	HQ705624.1_2009	2	2III	2III_D	2III_D.1	2III_D.1.3	2/2III/2III_D/2III_D.1/2III_D.1.3	HQ705624.1_2009/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JF260983.1_2009	JF260983.1_2009	2	2VI	-	-	-	2/2VI/-/-/-	JF260983.1_2009/2/2VI/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JF730046.1_2008	JF730046.1_2008	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	JF730046.1_2008/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JN368476.1_2007	JN368476.1_2007	2	2V	2V_A	-	-	2/2V/2V_A/-/-	JN368476.1_2007/2/2V/2V_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JN851113.1_2006	JN851113.1_2006	2	2II	2II_E	2II_E.1	-	2/2II/2II_E/2II_E.1/-	JN851113.1_2006/2/2II/2II_E/2II_E.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JN851126.1_2005	JN851126.1_2005	2	2II	2II_F	-	-	2/2II/2II_F/-/-	JN851126.1_2005/2/2II/2II_F/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JN851130.1_2005	JN851130.1_2005	2	2II	2II_D	-	-	2/2II/2II_D/-/-	JN851130.1_2005/2/2II/2II_D/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JQ922550.1_1971	JQ922550.1_1971	2	2I	-	-	-	2/2I/-/-/-	JQ922550.1_1971/2/2I/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JQ922552.1_1960	JQ922552.1_1960	2	2I	-	-	-	2/2I/-/-/-	JQ922552.1_1960/2/2I/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JQ922553.1_1980	JQ922553.1_1980	2	2I	-	-	-	2/2I/-/-/-	JQ922553.1_1980/2/2I/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JX470186.1_2010	JX470186.1_2010	2	2II	2II_D	2II_D.2	-	2/2II/2II_D/2II_D.2/-	JX470186.1_2010/2/2II/2II_D/2II_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/JX966379.1_1994	JX966379.1_1994	2	2I	-	-	-	2/2I/-/-/-	JX966379.1_1994/2/2I/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KC294201.1_2009-02-13	KC294201.1_2009-02-13	2	2III	2III_B	-	-	2/2III/2III_B/-/-	KC294201.1_2009-02-13/2/2III/2III_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KC762655.1_2007-09-27	KC762655.1_2007-09-27	2	2II	2II_E	2II_E.2	-	2/2II/2II_E/2II_E.2/-	KC762655.1_2007-09-27/2/2II/2II_E/2II_E.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KC762656.1_2007-12-11	KC762656.1_2007-12-11	2	2II	2II_E	2II_E.2	-	2/2II/2II_E/2II_E.2/-	KC762656.1_2007-12-11/2/2II/2II_E/2II_E.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KC762673.1_2008-03-11	KC762673.1_2008-03-11	2	2II	2II_D	2II_D.3	-	2/2II/2II_D/2II_D.3/-	KC762673.1_2008-03-11/2/2II/2II_D/2II_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KC762675.1_2008-03-08	KC762675.1_2008-03-08	2	2II	2II_D	2II_D.3	-	2/2II/2II_D/2II_D.3/-	KC762675.1_2008-03-08/2/2II/2II_D/2II_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KC762680.1_2010-04-05	KC762680.1_2010-04-05	2	2II	2II_D	2II_D.2	-	2/2II/2II_D/2II_D.2/-	KC762680.1_2010-04-05/2/2II/2II_D/2II_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KC964095.1_1998	KC964095.1_1998	2	2V	2V_D	-	-	2/2V/2V_D/-/-	KC964095.1_1998/2/2V/2V_D/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF041236.1_2008	KF041236.1_2008	2	2II	2II_A	2II_A.1	-	2/2II/2II_A/2II_A.1/-	KF041236.1_2008/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF360005.1_2010-11-01	KF360005.1_2010-11-01	2	2II	2II_A	2II_A.1	2II_A.1.2	2/2II/2II_A/2II_A.1/2II_A.1.2	KF360005.1_2010-11-01/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF744397.1_2001	KF744397.1_2001	2	2II	2II_C	-	-	2/2II/2II_C/-/-	KF744397.1_2001/2/2II/2II_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF744398.1_2005	KF744398.1_2005	2	2II	2II_C	2II_C.2	-	2/2II/2II_C/2II_C.2/-	KF744398.1_2005/2/2II/2II_C/2II_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF744399.1_1998	KF744399.1_1998	2	2IV	-	-	-	2/2IV/-/-/-	KF744399.1_1998/2/2IV/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF744400.1_2000	KF744400.1_2000	2	2IV	-	-	-	2/2IV/-/-/-	KF744400.1_2000/2/2IV/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF744402.1_2000	KF744402.1_2000	2	2IV	-	-	-	2/2IV/-/-/-	KF744402.1_2000/2/2IV/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF744407.1_1996	KF744407.1_1996	2	2IV	-	-	-	2/2IV/-/-/-	KF744407.1_1996/2/2IV/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KF921931.1_2003	KF921931.1_2003	2	2III	2III_A	-	-	2/2III/2III_A/-/-	KF921931.1_2003/2/2III/2III_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KJ010186.1_2013-10-02	KJ010186.1_2013-10-02	2	2II	2II_A	2II_A.1	2II_A.1.2	2/2II/2II_A/2II_A.1/2II_A.1.2	KJ010186.1_2013-10-02/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KJ189305.1_2000	KJ189305.1_2000	2	2III	2III_D	2III_D.3	-	2/2III/2III_D/2III_D.3/-	KJ189305.1_2000/2/2III/2III_D/2III_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KJ830750.1_2014-01-13	KJ830750.1_2014-01-13	2	2II	2II_A	2II_A.1	2II_A.1.2	2/2II/2II_A/2II_A.1/2II_A.1.2	KJ830750.1_2014-01-13/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KM217156.1_2011-08	KM217156.1_2011-08	2	2II	2II_A	2II_A.1	2II_A.1.2	2/2II/2II_A/2II_A.1/2II_A.1.2	KM217156.1_2011-08/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KM279608.1_2010	KM279608.1_2010	2	2II	2II_E	2II_E.1	-	2/2II/2II_E/2II_E.1/-	KM279608.1_2010/2/2II/2II_E/2II_E.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KP012546.1_2014	KP012546.1_2014	2	2II	2II_D	2II_D.1	2II_D.1.1	2/2II/2II_D/2II_D.1/2II_D.1.1	KP012546.1_2014/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KR779786.2_2013	KR779786.2_2013	2	2II	2II_E	2II_E.1	-	2/2II/2II_E/2II_E.1/-	KR779786.2_2013/2/2II/2II_E/2II_E.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KT187553.1_2014	KT187553.1_2014	2	2II	2II_D	2II_D.1	2II_D.1.1	2/2II/2II_D/2II_D.1/2II_D.1.1	KT187553.1_2014/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KT187557.1_2014	KT187557.1_2014	2	2II	2II_D	2II_D.1	2II_D.1.1	2/2II/2II_D/2II_D.1/2II_D.1.1	KT187557.1_2014/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KU509271.1_2006	KU509271.1_2006	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	KU509271.1_2006/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KU509276.1_2008	KU509276.1_2008	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	KU509276.1_2008/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KU509277.1_2010	KU509277.1_2010	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	KU509277.1_2010/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KU517845.1_2013-04-23	KU517845.1_2013-04-23	2	2II	2II_E	2II_E.2	-	2/2II/2II_E/2II_E.2/-	KU517845.1_2013-04-23/2/2II/2II_E/2II_E.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KU517846.1_2014-05-07	KU517846.1_2014-05-07	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	KU517846.1_2014-05-07/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX225485.1_2015	KX225485.1_2015	2	2II	2II_D	2II_D.1	2II_D.1.1	2/2II/2II_D/2II_D.1/2II_D.1.1	KX225485.1_2015/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX274130.1_2015	KX274130.1_2015	2	2VI	-	-	-	2/2VI/-/-/-	KX274130.1_2015/2/2VI/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX380808.1_2012	KX380808.1_2012	2	2II	2II_F	2II_F.1	2II_F.1.2	2/2II/2II_F/2II_F.1/2II_F.1.2	KX380808.1_2012/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX380810.1_2012	KX380810.1_2012	2	2II	2II_F	2II_F.2	2II_F.2.2	2/2II/2II_F/2II_F.2/2II_F.2.2	KX380810.1_2012/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX380818.1_2012	KX380818.1_2012	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	KX380818.1_2012/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX380821.1_2012	KX380821.1_2012	2	2II	2II_E	2II_E.1	-	2/2II/2II_E/2II_E.1/-	KX380821.1_2012/2/2II/2II_E/2II_E.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX380822.1_2012	KX380822.1_2012	2	2II	2II_F	2II_F.2	2II_F.2.2	2/2II/2II_F/2II_F.2/2II_F.2.2	KX380822.1_2012/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX380836.1_2013	KX380836.1_2013	2	2II	2II_F	2II_F.2	2II_F.2.2	2/2II/2II_F/2II_F.2/2II_F.2.2	KX380836.1_2013/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KX655788.1_2015	KX655788.1_2015	2	2II	2II_D	2II_D.1	2II_D.1.2	2/2II/2II_D/2II_D.1/2II_D.1.2	KX655788.1_2015/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY474316.1_2014	KY474316.1_2014	2	2III	2III_D	2III_D.3	-	2/2III/2III_D/2III_D.3/-	KY474316.1_2014/2/2III/2III_D/2III_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586586.1_2006	KY586586.1_2006	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	KY586586.1_2006/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586595.1_2004	KY586595.1_2004	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	KY586595.1_2004/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586667.1_2001	KY586667.1_2001	2	2V	2V_C	-	-	2/2V/2V_C/-/-	KY586667.1_2001/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586678.1_2002	KY586678.1_2002	2	2V	2V_D	-	-	2/2V/2V_D/-/-	KY586678.1_2002/2/2V/2V_D/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586686.1_2000	KY586686.1_2000	2	2V	2V_D	-	-	2/2V/2V_D/-/-	KY586686.1_2000/2/2V/2V_D/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/KY586688.1_1998	KY586688.1_1998	2	2V	2V_D	-	-	2/2V/2V_D/-/-	KY586688.1_1998/2/2V/2V_D/-	-	-	-
