taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ410184.1_1993	FJ410184.1_1993	1	1V	1V_J	-	-	1/1V/1V_J/-/-	FJ410184.1_1993/1/1V/1V_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ410257.1_2008	FJ410257.1_2008	1	1I	1I_K	1I_K.7	-	1/1I/1I_K/1I_K.7/-	FJ410257.1_2008/1/1I/1I_K/1I_K.7	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ410269.1_2008	FJ410269.1_2008	1	1I	1I_C	-	-	1/1I/1I_C/-/-	FJ410269.1_2008/1/1I/1I_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ639678.1_2003	FJ639678.1_2003	1	1I	1I_D	-	-	1/1I/1I_D/-/-	FJ639678.1_2003/1/1I/1I_D/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ639735.1_1997	FJ639735.1_1997	1	1V	1V_B	-	-	1/1V/1V_B/-/-	FJ639735.1_1997/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ639794.1_2004	FJ639794.1_2004	1	1V	1V_F	-	-	1/1V/1V_F/-/-	FJ639794.1_2004/1/1V/1V_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ639819.1_2006	FJ639819.1_2006	1	1V	1V_E	-	-	1/1V/1V_E/-/-	FJ639819.1_2006/1/1V/1V_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ850069.1_2003	FJ850069.1_2003	1	1I	1I_D	-	-	1/1I/1I_D/-/-	FJ850069.1_2003/1/1I/1I_D/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ850073.1_2001	FJ850073.1_2001	1	1V	1V_H	-	-	1/1V/1V_H/-/-	FJ850073.1_2001/1/1V/1V_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ882549.1_2007	FJ882549.1_2007	1	1I	1I_D	-	-	1/1I/1I_D/-/-	FJ882549.1_2007/1/1I/1I_D/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/FJ898412.1_2006	FJ898412.1_2006	1	1I	1I_C	-	-	1/1I/1I_C/-/-	FJ898412.1_2006/1/1I/1I_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ199775.1_2007	GQ199775.1_2007	1	1I	1I_D	-	-	1/1I/1I_D/-/-	GQ199775.1_2007/1/1I/1I_D/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ199805.1_2007	GQ199805.1_2007	1	1I	1I_C	-	-	1/1I/1I_C/-/-	GQ199805.1_2007/1/1I/1I_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ199833.1_2004	GQ199833.1_2004	1	1I	1I_C	-	-	1/1I/1I_C/-/-	GQ199833.1_2004/1/1I/1I_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ199837.1_2005	GQ199837.1_2005	1	1I	1I_C	-	-	1/1I/1I_C/-/-	GQ199837.1_2005/1/1I/1I_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ868564.1_2006	GQ868564.1_2006	1	1V	1V_G	-	-	1/1V/1V_G/-/-	GQ868564.1_2006/1/1V/1V_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ868568.1_2007	GQ868568.1_2007	1	1V	1V_G	-	-	1/1V/1V_G/-/-	GQ868568.1_2007/1/1V/1V_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ868570.1_2008	GQ868570.1_2008	1	1V	1V_D	1V_D.1	-	1/1V/1V_D/1V_D.1/-	GQ868570.1_2008/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ868601.1_1985	GQ868601.1_1985	1	1V	1V_A	-	-	1/1V/1V_A/-/-	GQ868601.1_1985/1/1V/1V_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GQ868619.1_2003	GQ868619.1_2003	1	1I	1I_K	1I_K.7	-	1/1I/1I_K/1I_K.7/-	GQ868619.1_2003/1/1I/1I_K/1I_K.7	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU056032.1_1998	GU056032.1_1998	1	1V	1V_C	-	-	1/1V/1V_C/-/-	GU056032.1_1998/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU131678.1_2008	GU131678.1_2008	1	1I	1I_H	1I_H.2	-	1/1I/1I_H/1I_H.2/-	GU131678.1_2008/1/1I/1I_H/1I_H.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU131749.1_2008	GU131749.1_2008	1	1I	1I_H	1I_H.2	-	1/1I/1I_H/1I_H.2/-	GU131749.1_2008/1/1I/1I_H/1I_H.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU131752.1_2008	GU131752.1_2008	1	1I	1I_K	1I_K.7	-	1/1I/1I_K/1I_K.7/-	GU131752.1_2008/1/1I/1I_K/1I_K.7	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU131753.1_2008	GU131753.1_2008	1	1I	1I_C	-	-	1/1I/1I_C/-/-	GU131753.1_2008/1/1I/1I_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU131792.1_2008	GU131792.1_2008	1	1I	1I_C	-	-	1/1I/1I_C/-/-	GU131792.1_2008/1/1I/1I_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU131801.1_2008	GU131801.1_2008	1	1I	1I_H	1I_H.2	-	1/1I/1I_H/1I_H.2/-	GU131801.1_2008/1/1I/1I_H/1I_H.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU131805.1_2008	GU131805.1_2008	1	1I	1I_G	-	-	1/1I/1I_G/-/-	GU131805.1_2008/1/1I/1I_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/GU131811.1_2008	GU131811.1_2008	1	1I	1I_G	-	-	1/1I/1I_G/-/-	GU131811.1_2008/1/1I/1I_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/HM181952.1_2007	HM181952.1_2007	1	1I	1I_H	1I_H.2	-	1/1I/1I_H/1I_H.2/-	HM181952.1_2007/1/1I/1I_H/1I_H.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/HM181970.1_2008	HM181970.1_2008	1	1I	1I_K	1I_K.7	-	1/1I/1I_K/1I_K.7/-	HM181970.1_2008/1/1I/1I_K/1I_K.7	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/HQ624983.1_2007	HQ624983.1_2007	1	1I	1I_G	-	-	1/1I/1I_G/-/-	HQ624983.1_2007/1/1I/1I_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JF459993.1_2002	JF459993.1_2002	1	1I	1I_J	-	-	1/1I/1I_J/-/-	JF459993.1_2002/1/1I/1I_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JN544410.2_2011-04	JN544410.2_2011-04	1	1IV	1IV_C	-	-	1/1IV/1IV_C/-/-	JN544410.2_2011-04/1/1IV/1IV_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JN697056.1_2005-01-01	JN697056.1_2005-01-01	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	JN697056.1_2005-01-01/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JN819415.1_2006	JN819415.1_2006	1	1V	1V_B	-	-	1/1V/1V_B/-/-	JN819415.1_2006/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JN903578.1_2007-07-26	JN903578.1_2007-07-26	1	1V	1V_A	-	-	1/1V/1V_A/-/-	JN903578.1_2007-07-26/1/1V/1V_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JQ287664.1_2004	JQ287664.1_2004	1	1I	1I_D	-	-	1/1I/1I_D/-/-	JQ287664.1_2004/1/1I/1I_D/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JQ915076.1_2009-06-09	JQ915076.1_2009-06-09	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	JQ915076.1_2009-06-09/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JQ922547.1_1960	JQ922547.1_1960	1	1II	-	-	-	1/1II/-/-/-	JQ922547.1_1960/1/1II/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JQ922548.1_2005	JQ922548.1_2005	1	1III	1III_A	-	-	1/1III/1III_A/-/-	JQ922548.1_2005/1/1III/1III_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/JX669469.1_1997	JX669469.1_1997	1	1V	1V_H	-	-	1/1V/1V_H/-/-	JX669469.1_1997/1/1V/1V_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC172834.1_2008-10-06	KC172834.1_2008-10-06	1	1I	1I_H	1I_H.3	-	1/1I/1I_H/1I_H.3/-	KC172834.1_2008-10-06/1/1I/1I_H/1I_H.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC692517.1_2010-12-29	KC692517.1_2010-12-29	1	1V	1V_F	-	-	1/1V/1V_F/-/-	KC692517.1_2010-12-29/1/1V/1V_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC759167.1_2012-01-09	KC759167.1_2012-01-09	1	1I	1I_E	-	-	1/1I/1I_E/-/-	KC759167.1_2012-01-09/1/1I/1I_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC762620.1_2007-12-13	KC762620.1_2007-12-13	1	1IV	1IV_C	-	-	1/1IV/1IV_C/-/-	KC762620.1_2007-12-13/1/1IV/1IV_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC762621.1_2008-02-15	KC762621.1_2008-02-15	1	1I	1I_K	1I_K.4	-	1/1I/1I_K/1I_K.4/-	KC762621.1_2008-02-15/1/1I/1I_K/1I_K.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC762627.1_2008-04-17	KC762627.1_2008-04-17	1	1I	1I_K	1I_K.4	-	1/1I/1I_K/1I_K.4/-	KC762627.1_2008-04-17/1/1I/1I_K/1I_K.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC762629.1_2008-03-15	KC762629.1_2008-03-15	1	1I	1I_K	1I_K.4	-	1/1I/1I_K/1I_K.4/-	KC762629.1_2008-03-15/1/1I/1I_K/1I_K.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC762630.1_2008-02-06	KC762630.1_2008-02-06	1	1IV	1IV_C	-	-	1/1IV/1IV_C/-/-	KC762630.1_2008-02-06/1/1IV/1IV_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC762631.1_2008-02-15	KC762631.1_2008-02-15	1	1I	1I_K	1I_K.4	-	1/1I/1I_K/1I_K.4/-	KC762631.1_2008-02-15/1/1I/1I_K/1I_K.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC762647.1_2010-03-03	KC762647.1_2010-03-03	1	1I	1I_K	1I_K.4	-	1/1I/1I_K/1I_K.4/-	KC762647.1_2010-03-03/1/1I/1I_K/1I_K.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KC762651.1_2007-12-11	KC762651.1_2007-12-11	1	1IV	1IV_C	-	-	1/1IV/1IV_C/-/-	KC762651.1_2007-12-11/1/1IV/1IV_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KF184975.1_2013-04	KF184975.1_2013-04	1	1VII	1VII_A	-	-	1/1VII/1VII_A/-/-	KF184975.1_2013-04/1/1VII/1VII_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KF289073.1_1956	KF289073.1_1956	1	1V	-	-	-	1/1V/-/-/-	KF289073.1_1956/1/1V/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KF672764.1_2001	KF672764.1_2001	1	1V	1V_H	-	-	1/1V/1V_H/-/-	KF672764.1_2001/1/1V/1V_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KF955424.1_2007	KF955424.1_2007	1	1V	1V_C	-	-	1/1V/1V_C/-/-	KF955424.1_2007/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KF955437.1_1998	KF955437.1_1998	1	1V	1V_J	-	-	1/1V/1V_J/-/-	KF955437.1_1998/1/1V/1V_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KF971870.1_2013-08-23	KF971870.1_2013-08-23	1	1I	1I_K	1I_K.6	-	1/1I/1I_K/1I_K.6/-	KF971870.1_2013-08-23/1/1I/1I_K/1I_K.6	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ189303.1_1998	KJ189303.1_1998	1	1V	1V_G	-	-	1/1V/1V_G/-/-	KJ189303.1_1998/1/1V/1V_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ189304.1_2005	KJ189304.1_2005	1	1V	1V_G	-	-	1/1V/1V_G/-/-	KJ189304.1_2005/1/1V/1V_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ189354.1_2012	KJ189354.1_2012	1	1V	1V_E	1V_E.3	-	1/1V/1V_E/1V_E.3/-	KJ189354.1_2012/1/1V/1V_E/1V_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ189362.1_2010	KJ189362.1_2010	1	1V	1V_E	1V_E.3	-	1/1V/1V_E/1V_E.3/-	KJ189362.1_2010/1/1V/1V_E/1V_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ189363.1_2010	KJ189363.1_2010	1	1V	1V_E	1V_E.3	-	1/1V/1V_E/1V_E.3/-	KJ189363.1_2010/1/1V/1V_E/1V_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ189366.1_2010	KJ189366.1_2010	1	1V	1V_E	1V_E.3	-	1/1V/1V_E/1V_E.3/-	KJ189366.1_2010/1/1V/1V_E/1V_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ189368.1_2012	KJ189368.1_2012	1	1V	1V_C	-	-	1/1V/1V_C/-/-	KJ189368.1_2012/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ649286.1_2011-12-31	KJ649286.1_2011-12-31	1	1I	1I_B	-	-	1/1I/1I_B/-/-	KJ649286.1_2011-12-31/1/1I/1I_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ755855.1_2013-07	KJ755855.1_2013-07	1	1I	1I_H	1I_H.1	-	1/1I/1I_H/1I_H.1/-	KJ755855.1_2013-07/1/1I/1I_H/1I_H.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KJ806950.2_2013	KJ806950.2_2013	1	1III	1III_B	-	-	1/1III/1III_B/-/-	KJ806950.2_2013/1/1III/1III_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KP406801.1_2004	KP406801.1_2004	1	1III	1III_B	-	-	1/1III/1III_B/-/-	KP406801.1_2004/1/1III/1III_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KT827364.1_2002	KT827364.1_2002	1	1IV	1IV_C	-	-	1/1IV/1IV_C/-/-	KT827364.1_2002/1/1IV/1IV_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KT827369.1_2011	KT827369.1_2011	1	1I	1I_G	-	-	1/1I/1I_G/-/-	KT827369.1_2011/1/1I/1I_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KU509252.1_2010	KU509252.1_2010	1	1V	1V_E	-	-	1/1V/1V_E/-/-	KU509252.1_2010/1/1V/1V_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KU509254.1_2011	KU509254.1_2011	1	1V	1V_F	-	-	1/1V/1V_F/-/-	KU509254.1_2011/1/1V/1V_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KU509258.1_2010	KU509258.1_2010	1	1I	1I_B	-	-	1/1I/1I_B/-/-	KU509258.1_2010/1/1I/1I_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KU509260.1_2008	KU509260.1_2008	1	1I	1I_F	-	-	1/1I/1I_F/-/-	KU509260.1_2008/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KU509261.1_2010	KU509261.1_2010	1	1IV	1IV_C	-	-	1/1IV/1IV_C/-/-	KU509261.1_2010/1/1IV/1IV_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KX618705.1_2014	KX618705.1_2014	1	1III	1III_B	-	-	1/1III/1III_B/-/-	KX618705.1_2014/1/1III/1III_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KX618706.1_2014	KX618706.1_2014	1	1III	1III_B	-	-	1/1III/1III_B/-/-	KX618706.1_2014/1/1III/1III_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY474306.1_2014	KY474306.1_2014	1	1V	1V_F	-	-	1/1V/1V_F/-/-	KY474306.1_2014/1/1V/1V_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY586334.1_2008	KY586334.1_2008	1	1I	1I_K	1I_K.5	-	1/1I/1I_K/1I_K.5/-	KY586334.1_2008/1/1I/1I_K/1I_K.5	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY586336.1_2006	KY586336.1_2006	1	1I	1I_K	1I_K.5	-	1/1I/1I_K/1I_K.5/-	KY586336.1_2006/1/1I/1I_K/1I_K.5	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY586366.1_2001	KY586366.1_2001	1	1I	1I_K	1I_K.7	-	1/1I/1I_K/1I_K.7/-	KY586366.1_2001/1/1I/1I_K/1I_K.7	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY586396.1_2004	KY586396.1_2004	1	1I	1I_H	1I_H.3	-	1/1I/1I_H/1I_H.3/-	KY586396.1_2004/1/1I/1I_H/1I_H.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY586528.1_2002	KY586528.1_2002	1	1I	1I_G	-	-	1/1I/1I_G/-/-	KY586528.1_2002/1/1I/1I_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY586530.1_2002	KY586530.1_2002	1	1I	1I_E	-	-	1/1I/1I_E/-/-	KY586530.1_2002/1/1I/1I_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY586545.1_2004	KY586545.1_2004	1	1I	1I_A	-	-	1/1I/1I_A/-/-	KY586545.1_2004/1/1I/1I_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY849723.1_2010-07-06	KY849723.1_2010-07-06	1	1I	1I_K	1I_K.5	-	1/1I/1I_K/1I_K.5/-	KY849723.1_2010-07-06/1/1I/1I_K/1I_K.5	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/KY849741.1_2008-10-06	KY849741.1_2008-10-06	1	1I	1I_H	1I_H.3	-	1/1I/1I_H/1I_H.3/-	KY849741.1_2008-10-06/1/1I/1I_H/1I_H.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/LC428075.1_2017	LC428075.1_2017	1	1I	1I_E	1I_E.3	-	1/1I/1I_E/1I_E.3/-	LC428075.1_2017/1/1I/1I_E/1I_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/LC707382.1_2021-06-30	LC707382.1_2021-06-30	1	1VII	1VII_B	-	-	1/1VII/1VII_B/-/-	LC707382.1_2021-06-30/1/1VII/1VII_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MF033212.1_2013-12	MF033212.1_2013-12	1	1III	1III_A	1III_A.3	-	1/1III/1III_A/1III_A.3/-	MF033212.1_2013-12/1/1III/1III_A/1III_A.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MF033220.1_2014-06	MF033220.1_2014-06	1	1I	1I_K	1I_K.2	-	1/1I/1I_K/1I_K.2/-	MF033220.1_2014-06/1/1I/1I_K/1I_K.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MF033230.1_2015-02	MF033230.1_2015-02	1	1I	1I_K	1I_K.3	-	1/1I/1I_K/1I_K.3/-	MF033230.1_2015-02/1/1I/1I_K/1I_K.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MF033231.1_2015-03	MF033231.1_2015-03	1	1IV	1IV_B	-	-	1/1IV/1IV_B/-/-	MF033231.1_2015-03/1/1IV/1IV_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MG840548.1_2015	MG840548.1_2015	1	1I	1I_J	-	-	1/1I/1I_J/-/-	MG840548.1_2015/1/1I/1I_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MG840570.1_2016	MG840570.1_2016	1	1I	1I_E	1I_E.1	-	1/1I/1I_E/1I_E.1/-	MG840570.1_2016/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MG840578.1_2017	MG840578.1_2017	1	1I	1I_E	1I_E.1	-	1/1I/1I_E/1I_E.1/-	MG840578.1_2017/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MG877557.1_2012	MG877557.1_2012	1	1VII	1VII_B	-	-	1/1VII/1VII_B/-/-	MG877557.1_2012/1/1VII/1VII_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MH891771.1_2017-10-22	MH891771.1_2017-10-22	1	1III	1III_A	1III_A.3	-	1/1III/1III_A/1III_A.3/-	MH891771.1_2017-10-22/1/1III/1III_A/1III_A.3	-	-	-
